id	name	sumary	desciption	rating	reviewCount	popularity	tags	openTime	closeTime	priceVND	houseNumber	street	   ward	district	city	Tọa độ	URL	phone	Img name	dwell	Img url
38	Cây xoài cổ thụ 300 tuổi	Cây di sản chứng nhân lịch sử.	Cây xoài khổng lồ gắn liền với quá trình khai hoang mở đất, được công nhận là Cây Di sản Việt Nam.	4.3	500	60	Tham quan	07:00	17:00	0	NULL	Ấp Biển Tây	Xã Vĩnh Trạch Đông	TP. Bạc Liêu	Bạc Liêu	9.247974310699368, 105.78156039082633	https://www.google.com/maps/place/341+year+old+mango+tree/@9.2477319,105.7808925,18.53z/data=!4m6!3m5!1s0x31a10a762d35a2a9:0x6e59440c727d2d9b!8m2!3d9.2479108!4d105.7814312!16s%2Fg%2F11gznhdqd?entry=ttu&g_ep=EgoyMDI1MTExNy4wIKXMDSoASAFQAw%3D%3D	NULL	cay-xoai-co-thu.jpg	20	https://thamhiemmekong.com/wp-content/uploads/2020/12/cayxoaidisanbaclieu01.jpg
39	Quan Âm Phật Đài (Mẹ Nam Hải)	Điểm hành hương cầu bình an ven biển.	Khu du lịch tâm linh nổi bật với tượng Phật Bà Quan Âm cao 11m hướng ra biển Đông, che chở cho ngư dân.	4.6	3800	96	Tôn giáo	06:00	21:00	0	NULL	Đê Biển	Phường Nhà Mát	TP. Bạc Liêu	Bạc Liêu	9.206743834464381, 105.73652045389426	https://www.google.com/maps/place/Quan+%C3%82m+Ph%E1%BA%ADt+%C4%90%C3%A0i/@9.2065567,105.7354369,17.76z/data=!4m6!3m5!1s0x31a10ad85e420995:0x3c357ba81ce6fcf0!8m2!3d9.2065871!4d105.7364889!16s%2Fg%2F128dgbz30?entry=ttu&g_ep=EgoyMDI1MTExNy4wIKXMDSoASAFQAw%3D%3D	NULL	me-nam-hai.jpg	45	https://viettourist.com/resources/images/Blog-Tet/CHUA/menamhai-1.jpg
40	Chùa Ghositaram	Chùa Khmer rực rỡ nhất miền Tây.	Được mệnh danh là "bảo tàng mỹ thuật" với kiến trúc đỏ - vàng chói lọi và các hoa văn điêu khắc cực kỳ chi tiết.	4.7	1100	88	Tôn giáo	07:00	18:00	0	NULL	Ấp Cù Lao	Xã Hưng Hội	H. Vĩnh Lợi	Bạc Liêu	9.307647452269064, 105.75233002621471	https://www.google.com/maps/place/G%C3%B4sitaram+Temple/@9.3076028,105.7506076,17.51z/data=!4m6!3m5!1s0x31a109bbd95dac79:0x68141b6ef5c99d6!8m2!3d9.307543!4d105.7521684!16s%2Fg%2F119typ9lz?entry=ttu&g_ep=EgoyMDI1MTExNy4wIKXMDSoASAFQAw%3D%3D	NULL	chua-ghositaram.jpg	45	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcSA8BrvSZqVAGISBPIaG4c2CeJDrZXhCRnvxwOk-yNZrrOJd58ymtHT-PJyviqkWfV_r_XLvwXBSKNr4iy6pOO54vaIC1GPQXYKuEdn8o1NnH4zirE
41	Chùa Hưng Thiện	Tượng Phật Bà cao nhất miền Tây.	Ngôi chùa thanh tịnh nổi tiếng với tượng Mẹ Quan Âm cao hơn 43m đứng uy nghi trên tòa sen trắng giữa đồng.	4.6	850	85	Tôn giáo	06:00	18:00	0	NULL	Ấp Phú Tòng	Xã Hưng Hội	H. Vĩnh Lợi	Bạc Liêu	9.358912718523932, 105.79032921332605	https://www.google.com/maps/place/H%C6%B0ng+Thi%E1%BB%87n+Pagoda/@9.3589381,105.7900363,19.55z/data=!4m6!3m5!1s0x31a1a7fc6000dc5b:0x9ea9236408d86040!8m2!3d9.3588879!4d105.79026!16s%2Fg%2F1q5blsw3n?entry=ttu&g_ep=EgoyMDI1MTExNy4wIKXMDSoASAFQAw%3D%3D	NULL	chua-hung-thien.jpg	45	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSr0gCNrmjVQo1pEF4zCLAI9nhtrj7Q9LzctMIPL8CTybXvV8K_wyNvCKu8wdLS
42	Thánh đường Tắc Sậy	Trung tâm hành hương Cha Diệp.	Nơi an nghỉ của Cha Phanxicô Xaviê Trương Bửu Diệp, điểm đến tâm linh quan trọng cầu bình an của người Công giáo.	4.8	5600	99	Tôn giáo	04:00	21:00	0	NULL	QL1A	Xã Tân Phong	TX. Giá Rai	Bạc Liêu	9.221875877501368, 105.39766417244012	https://www.google.com/maps/place/Tac+Say+Catholic+Church/@9.2218231,105.3974108,20.56z/data=!4m10!1m2!2m1!1zTmjDoCB0aOG7nSBU4bqvYyBT4bqteSAoQ2hhIERp4buHcCk!3m6!1s0x31a13fe507a91433:0x6b9f23aa14de2762!8m2!3d9.2218591!4d105.397617!15sCiNOaMOgIHRo4budIFThuq9jIFPhuq15IChDaGEgRGnhu4dwKVojIiFuaMOgIHRo4budIHThuq9jIHPhuq15IGNoYSBkaeG7h3CSAQ9jYXRob2xpY19jaHVyY2jgAQA!16s%2Fg%2F1vfp5q9l?entry=ttu&g_ep=EgoyMDI1MTExNy4wIKXMDSoASAFQAw%3D%3D	NULL	nha-tho-tac-say.jpg	60	https://r2.nucuoimekong.com/wp-content/uploads/nu-cuoi-me-kong-thanh-duong-tac-say-mat-truoc-nha-tho.webp
43	Biển Thừa Đức	Bãi biển hoang sơ, yên bình.	Bãi biển tự nhiên với hàng dương xanh mát, thích hợp cắm trại và thưởng thức hải sản tươi sống giá rẻ.	4.0	800	65	Bãi biển	00:00	23:59	0	NULL	Đê biển	Xã Thừa Đức	H. Bình Đại	Bến Tre	10.174624492238639, 106.76679261969478	https://www.google.com/maps/place/B%C3%A3i+Bi%E1%BB%83n+Th%E1%BB%ABa+%C4%90%E1%BB%A9c/@10.1744133,106.763869,17z/data=!3m1!4b1!4m6!3m5!1s0x319fe281126544bd:0xfa498fd3062ede3f!8m2!3d10.1744133!4d106.7664493!16s%2Fg%2F12mb39639?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	bien-thua-duc.jpg	120	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcSfTIu496BRM108WSy3KwPuH6I14xMiBe4bxkCq41OMbT5suT5CReldg42R-lWwGMFi1b7f3XKeDc9GLeLXMe5RtrxnbSjHJ0a_V-pKPLPOoNyqjRo
44	Cồn Tiên	Bãi cát phù sa ven sông.	Điểm vui chơi tự phát của người dân địa phương với bãi cát trải dài khi thủy triều xuống, ngắm hoàng hôn lãng mạn.	4.0	500	60	Bãi biển	06:00	18:00	0	NULL	Sông Hàm Luông	Xã Tiên Long	H. Châu Thành	Bến Tre	10.157804791763349, 105.65774909324344	https://www.google.com/maps/place/C%E1%BB%93n+Ti%C3%AAn/@10.1573084,105.655319,17z/data=!3m1!4b1!4m6!3m5!1s0x31a0838e1082641d:0x2da40f9bc5d52d85!8m2!3d10.1576591!4d105.6577487!16s%2Fg%2F1tdntd1s?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	bai-tien-ben-tre.jpg	60	https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcRs6vLMRJp-IrYPEmhdhOeNNJezwUc4C8R2qslkSZ3dnKbe1Hv97x2P4DlcQ6TWI678NGCZKVudqKV55PzmrSynhcbPRgUoyTWDNYwSwCS0dxy7poA
45	Cầu Rạch Miễu 2 (View)	Điểm ngắm công trình thế kỷ.	Vị trí quan sát tiến độ thi công cầu Rạch Miễu 2 đang xây dựng và toàn cảnh dòng sông Tiền hùng vĩ.	4.3	850	58	Check-in	00:00	23:59	0	NULL	Sông Tiền	Xã An Khánh	H. Châu Thành	Bến Tre	10.336465784175473, 106.30766499086043	https://www.google.com/maps/place/R%E1%BA%A1ch+Mi%E1%BB%85u+2+Bridge/@10.3362547,106.3047521,17z/data=!3m1!4b1!4m6!3m5!1s0x310a637bde199fc9:0xc9833dcbcc38811d!8m2!3d10.3362547!4d106.3073324!16s%2Fg%2F11c30rrlqz?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	cau-rach-mieu-2.jpg	20	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcR1dS-JKchVcGCH_8HiG9-WiVqXOqOfGkphJowMG3bSN2lCc5aaQWDIKpTUmYNlwQbvPw7SsI3F3UtbPkeCMiuUZerOJZA1-miWxGQxRlLEaCMVKIo
46	Lăng mộ Nguyễn Đình Chiểu	Khu tưởng niệm danh nhân văn hóa.	Quần thể kiến trúc uy nghiêm thờ nhà thơ yêu nước Nguyễn Đình Chiểu, nơi giáo dục truyền thống và văn hóa.	4.6	1200	83	Di tích	07:00	17:00	0	NULL	Ấp 3	Xã An Đức	H. Ba Tri	Bến Tre	10.037180147325412, 106.58290779456019	https://www.google.com/maps/place/Nguyen+Dinh+Chieu+Mausoleum/@10.0369583,106.5798447,17z/data=!3m1!4b1!4m6!3m5!1s0x319ff9b54e916023:0x1916c608d46cd3f8!8m2!3d10.0369583!4d106.582425!16s%2Fg%2F1tt1dqz0?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	lang-mo-nguyen-dinh-chieu.jpg	45	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcRe6h5BUJVrbPzTGADeuhXantFJXY414mUsf_pmZiHZRyQwYIVLAZIJmEsgmgAWK7hx29Ze4Q6ZojEdBUOo73kotbS3EHeMROy81g65KkSP3owmy3s
47	Chùa Tuyên Linh	Di tích lịch sử gắn với Cụ Phó bảng.	Ngôi chùa cổ nơi cụ Nguyễn Sinh Sắc - thân sinh Bác Hồ từng tá túc và hoạt động cách mạng.	4.4	500	70	Di tích	07:00	17:00	0	NULL	QL57	Xã Minh Đức	H. Mỏ Cày Nam	Bến Tre	10.05133158091071, 106.41223946757565	https://www.google.com/maps/place/Ch%C3%B9a+Tuy%C3%AAn+Linh/@10.051152,106.409112,17z/data=!3m1!4b1!4m6!3m5!1s0x31a005f9a5db1fdf:0x1adb47cb24070b7!8m2!3d10.051152!4d106.4116923!16s%2Fg%2F11j24lxlxn?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	chua-tuyen-linh.jpg	60	https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcTW5HO9wN4KjPyTvZl2qlN2H-GAEJE2iN1CPy5XDVJy4drb2cGpQvVhrY1_DSSP96n52yTZwp2zFZMt2CWDjVsZoTgdC1RrHM8TRJgSwgnyj0-Q9PU
48	Đình Tân Thạch	Bến phà mang dấu ấn ký ức.	Địa điểm ngắm cảnh sông Tiền và cầu Rạch Miễu, gợi nhớ về những chuyến phà xưa cũ của người dân Bến Tre.	4.2	300	60	Di tích	07:00	17:00	0	NULL	Ấp 5	Xã Tân Thạch	H. Châu Thành	Bến Tre	10.33102806237691, 106.37236047366548	https://www.google.com/maps/place/%C4%90%C3%ACnh+T%C3%A2n+Th%E1%BA%A1ch/@10.3307642,106.3695656,17z/data=!3m1!4b1!4m6!3m5!1s0x310aafa08cdecf37:0x6282a76170e4b7cf!8m2!3d10.3307642!4d106.3721459!16s%2Fg%2F11_yykzwl?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	pha-tan-thach.jpg	30	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQI1CRVou5wPz8m10Ji6dBmkMiEQ9bKPsmprQ_XXR2YgTzvIGJQLdrYLyyjKj5c
49	KDL Lan Vương	Thiên đường trò chơi dân gian.	Nơi lý tưởng cho teambuilding với các trò tát mương bắt cá, đi cầu khỉ, đu dây văng và ẩm thực miệt vườn.	4.2	3500	91	Giải trí	07:00	18:00	0	NULL	Tỉnh lộ 887	Xã Phú Nhuận	TP. Bến Tre	Bến Tre	10.208727915670222, 106.36999842261321	https://www.google.com/maps/place/Khu+Du+l%E1%BB%8Bch+-+V%C4%83n+H%C3%B3a+%26+Th%E1%BB%83+Thao+Lan+V%C6%B0%C6%A1ng/@10.2085801,106.3681155,17z/data=!3m1!4b1!4m6!3m5!1s0x310aa822ea2d9fef:0x5b296993bb58f1c7!8m2!3d10.2085801!4d106.3706958!16s%2Fg%2F1hc4ksgsd?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	913888999	kdl-lan-vuong.jpg	180	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSkyMAzyzcuPZVIc1w6Dy0EJMTzdxyrLhsf-Kp1K7W2Hkb0-uS4nBUZIwiGV5fW
50	KDL Làng Bè	Vui chơi giải trí sông nước.	Khu du lịch nuôi cá bè kết hợp ẩm thực và trò chơi dưới nước, mang lại trải nghiệm đậm chất miền Tây.	4.1	1800	82	Giải trí	08:00	17:00	0	NULL	81B/6B	Xã An Khánh	H. Châu Thành	Bến Tre	10.327687755141142, 106.35220885778843	https://www.google.com/maps/place/NH%C3%80+H%C3%80NG+L%C3%80NG+B%C3%88/@10.327445,106.348899,17z/data=!3m1!4b1!4m6!3m5!1s0x310aaf7f2375ef5b:0x4081ab8db7859ec7!8m2!3d10.327445!4d106.3514793!16s%2Fg%2F11bwl11hd8?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	987654321	kdl-lang-be.jpg	180	https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ98chIoY_W0ann0K6mRNw5fXFmCjaCQ1vCiYSV6nQ1DuwbJ79uA3zdmJ053Eo-
51	Di tích Đồng Khởi	Nơi ghi dấu phong trào cách mạng hào hùng.	Khu di tích tái hiện lại phong trào Đồng Khởi năm 1960, cái nôi của "Đội quân tóc dài" Bến Tre.	4.5	600	75	Lịch sử	07:30	17:00	0	NULL	Định Nhơn	Xã Định Thủy	H. Mỏ Cày Nam	Bến Tre	10.144273256811655, 106.35789400805346	https://www.google.com/maps/place/Di+t%C3%ADch+Qu%E1%BB%91c+gia+%C4%91%E1%BA%B7c+bi%E1%BB%87t+%C4%90%E1%BB%93ng+Kh%E1%BB%9Fi+B%E1%BA%BFn+Tre/@10.1440198,106.3548631,17z/data=!3m1!4b1!4m6!3m5!1s0x31a007c78cd109d7:0xb344eb23f4c836fc!8m2!3d10.1440198!4d106.3574434!16s%2Fg%2F11h77ld62n?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	di-tich-dong-khoi.jpg	45	https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSlS3Z_ExDhBwkLTv3IAmX5MZpMhli-nDIguDBwYZKF07dVGsy_b4R6dBo6YxAS
52	Khu lưu niệm Nguyễn Thị Định	Tưởng nhớ Nữ tướng Đội quân tóc dài.	Đền thờ nữ Thiếu tướng Nguyễn Thị Định, biểu tượng của người phụ nữ Nam Bộ kiên trung, bất khuất.	4.5	700	74	Lịch sử	07:30	17:00	0	NULL	Tỉnh lộ 885	Xã Lương Hòa	H. Giồng Trôm	Bến Tre	10.212938990256925, 106.45423249085918	https://www.google.com/maps/place/Memorial+Nguyen+Thi+Dinh/@10.2127595,106.4513196,17z/data=!3m1!4b1!4m6!3m5!1s0x310aaa17725f8d83:0xe3d9af41c88835b!8m2!3d10.2127595!4d106.4538999!16s%2Fg%2F1pp2v1kyq?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	kln-nguyen-thi-dinh.jpg	60	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcT46usi8AFKBUgYttgI_-Se5RKVRzwjmcLoY6hms9jhKtU5HhPiTHgHG8391qx6CPPXU_i4CdY1thQRPsjW3l7q-nOPnKVa1TPSgF1wDh8wqBuCVYc
53	KDL Cồn Phụng	Ốc đảo xanh trên sông Tiền.	Điểm du lịch sinh thái nổi tiếng với di tích Đạo Dừa, các hoạt động chèo xuồng, đi xe ngựa và tham quan lò kẹo dừa.	4.1	254	87	Sinh thái	07:00	17:00	25000	NULL	Ấp 10	Xã Tân Thạch	Huyện Châu Thành	Bến Tre	10.333298474333555, 106.35509542816887	https://maps.app.goo.gl/X3s3fHVjve39tUTC9	02753822198	kdl-con-phung.jpg	120	https://encrypted-tbn2.gstatic.com/licensed-image?q=tbn:ANd9GcRfGHu465Am8rjhFJr1x7oDPxbX4KEvDQizujxf2hQICU3mm1RdZp765PlSwvfJW0x-2pgQlmIBj9OABlegvz2EwhlEKu9u6jg6VuBKhvFihoWvbs0
54	Sân chim Vàm Hồ	Rừng ngập mặn bảo tồn chim hoang dã.	Khu sinh thái ven sông Ba Lai, nơi trú ngụ của hàng ngàn con cò, vạc trong môi trường tự nhiên hoang sơ.	4.3	1100	76	Sinh thái	07:00	17:00	0	NULL	Tân Quý	Xã Tân Mỹ	H. Ba Tri	Bến Tre	10.158315081716728, 106.6161582847716	https://www.google.com/maps/place/N%C3%B4ng+tr%E1%BA%A1i+du+l%E1%BB%8Bch+S%C3%A2n+Chim+V%C3%A0m+H%E1%BB%93/@10.158125,106.6129128,17z/data=!3m1!4b1!4m6!3m5!1s0x319ffe6e02c152b5:0x368c4024d0715b48!8m2!3d10.158125!4d106.6154931!16s%2Fg%2F122zd9x1?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	san-chim-vam-ho.jpg	90	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcT0FoWGxfPDtn0OgVcS1LWmBJlzIvYA2O2K_5_7UzFXaBDyViR7BO8SoASWsVSTcModO0ZMqHiKDzYOu1acEe_9HV_taWu_78f59DnN-cSnQAbv7MA
55	Cồn Quy	Vẻ đẹp nguyên sơ miệt vườn.	Cồn đất trù phú với những vườn cây ăn trái bạt ngàn, không khí trong lành và làn điệu đờn ca tài tử ngọt ngào.	4.1	900	74	Sinh thái	07:00	18:00	0	NULL	Sông Tiền	Xã Tân Thạch	H. Châu Thành	Bến Tre	10.334572804181501, 106.38321818181268	https://www.google.com/maps/place/C%E1%BB%93n+Quy/@10.3342424,106.3823646,17.2z/data=!4m6!3m5!1s0x310aafaeb812576b:0xc7dc6930dfce5b27!8m2!3d10.3345735!4d106.383174!16s%2Fg%2F1z44bdh1t?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	con-quy.jpg	90	https://thamhiemmekong.com/wp-content/uploads/2020/04/conquy2.jpg
56	Cồn Ốc	Vương quốc dừa giữa sông Hàm Luông.	Cồn đất nổi tiếng với nhiều giống dừa ngon và các sản phẩm thủ công mỹ nghệ tinh xảo từ dừa.	4.0	400	62	Sinh thái	07:00	17:00	0	NULL	Sông Hàm Luông	Xã Hưng Phong	H. Giồng Trôm	Bến Tre	10.159174636086147, 106.37841821327706	https://www.google.com/maps/place/C%E1%BB%93n+%E1%BB%90c+Ecolodge/@10.1560591,106.3641753,15.45z/data=!4m10!1m2!2m1!1zQ-G7k24g4buQYw!3m6!1s0x31a0072201232c53:0x7cba252f8cdc4f96!8m2!3d10.1586289!4d106.3767352!15sCgpD4buTbiDhu5BjWgwiCmPhu5NuIOG7kWOSAQxyZXNvcnRfaG90ZWyaASRDaGREU1VoTk1HOW5TMFZOUTI1eFpFTkhNV1JpWm1kblJSQULgAQD6AQQIABBD!16s%2Fg%2F11stv5kbll?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	con-oc.jpg	90	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcRJ7CSNj5kCxZqc2nRujrdxfNuYECnbEMoDr75XI_uhS6T1PELKEd8zdwsqyPaAKwbtCJ240gZw_s0lqj1hwwQHpYk65btXmlly0QGuVl5Iv7r7KqE
57	Nhà thờ La Mã	Địa điểm hành hương Đức Mẹ.	Nổi tiếng với bức ảnh Đức Mẹ Hằng Cứu Giúp lộ hình kỳ lạ, thu hút đông đảo giáo dân đến cầu nguyện.	4.7	1500	86	Tôn giáo	05:00	18:00	0	NULL	Hưng Nhượng	Xã Hưng Nhượng	H. Giồng Trôm	Bến Tre	10.09882794616273, 106.47753611326597	https://www.google.com/maps/place/%C4%90%C3%A0i+%C4%90%E1%BB%A9c+M%E1%BA%B9+La+M%C3%A3+B%E1%BA%BFn+Tre/@10.0988569,106.4759889,18.13z/data=!4m10!1m2!2m1!1zTmjDoCB0aOG7nSBMYSBNw6M!3m6!1s0x31a003ec86fd4085:0x6275e5683749867e!8m2!3d10.098701!4d106.4772622!15sChFOaMOgIHRo4budIExhIE3Do1oTIhFuaMOgIHRo4budIGxhIG3Do5IBBmNodXJjaJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VNemFIRlRjVUYzRUFF4AEA-gEECAAQIQ!16s%2Fg%2F11g2wmh0ms?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	nha-tho-la-ma.jpg	60	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcSk30RGn7I1YkApsBzwSgbbzBnXY0XSuIXBQyoz1nQIZBwTiRLUa_V8ZwKdkMhxaOOnYXLGXbFUzK5DJiqTWpag94AeJZhPpu4bBipQDs5pn6b1Bn4
58	Chùa Vạn Phước	Ngôi chùa lộng lẫy vùng duyên hải.	Chùa có kiến trúc bề thế, nổi bật với tượng Phật Di Lặc vàng rực rỡ tỏa sáng giữa vùng đầm lầy Bình Đại.	4.6	1300	85	Tôn giáo	07:00	18:00	0	NULL	Tỉnh lộ 883	TT. Bình Đại	H. Bình Đại	Bến Tre	10.18002489208663, 106.73647685725616	https://www.google.com/maps/place/V%E1%BA%A1n+Ph%C6%B0%E1%BB%9Bc+Pagoda/@10.5057969,106.4620566,10.71z/data=!4m10!1m2!2m1!1zQ2jDuWEgVuG6oW4gUGjGsOG7m2M!3m6!1s0x319ffd46b2abd9b5:0x99794a899d1154c7!8m2!3d10.1639063!4d106.7066073!15sChRDaMO5YSBW4bqhbiBQaMaw4bubY5IBD2J1ZGRoaXN0X3RlbXBsZeABAA!16s%2Fg%2F12hmxdbdt?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	chua-van-phuoc.jpg	60	https://encrypted-tbn0.gstatic.com/licensed-image?q=tbn:ANd9GcToHYpyj4FMoOdjY9r7Y2LxHlF0tVb5QEGJvxCn08Q07I8QKuk1aG2o2qpFUtLqeOX1Zb6keR7ySx9S_Bjfw9vKb6iQ1YcPjhBVCJSp9_uqsjEpMb8
59	Làng nghề bánh tráng Mỹ Lồng	Làng nghề truyền thống trứ danh.	Nơi sản xuất ra loại bánh tráng dừa béo ngậy nổi tiếng khắp vùng, du khách có thể xem quy trình tráng bánh thủ công.	4.4	900	68	Văn hóa	06:00	18:00	0	NULL	Mỹ Lồng	Xã Mỹ Thạnh	H. Giồng Trôm	Bến Tre	10.226879465597623, 106.42201840990548	https://www.google.com/maps/place/My+Long+rice+paper+traditional+craft+village/@10.2267211,106.4189124,17z/data=!3m1!4b1!4m6!3m5!1s0x310aa9938ad2f577:0x8948792d713a2157!8m2!3d10.2267211!4d106.4214927!16s%2Fg%2F11dxf0vld5?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	banh-trang-my-long.jpg	45	https://www.tourdulichbentre.com/images/banh-trang-ben-tre.jpg
60	KDL Dìn Ký Lái Thiêu	Ẩm thực sân vườn ven sông.	Điểm đến ẩm thực nổi tiếng với không gian thoáng đãng bên sông Sài Gòn và các món ăn đặc sản miền Nam.	4.1	1600	80	Ẩm thực	08:00	22:00	0	8/15	Vĩnh Phú 02	Phường Vĩnh Phú	TP. Thuận An	Bình Dương	10.869361289807657, 106.70538703707587	https://www.google.com/maps/place/Khu+Du+L%E1%BB%8Bch+D%C3%ACn+K%C3%BD+L%C3%A1i+Thi%C3%AAu/@10.869405,106.7036999,16.95z/data=!4m10!1m2!2m1!1zS0RMIETDrG4gS8O9IEzDoWkgVGhpw6p1!3m6!1s0x31752819687b9027:0x9f484761c4ee784e!8m2!3d10.8690973!4d106.7049995!15sChhLREwgRMOsbiBLw70gTMOhaSBUaGnDqnWSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11fnwhkq54?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	2743755480	din-ky-lai-thieu.jpg	120	https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcS5ucZWYFvO_X0MSyclNoGdfitrPke9kFzxMZdh-huY3aRed3J8tz4VJgz_OKYD
61	Cafe Gió và Nước	Kiệt tác kiến trúc tre Võ Trọng Nghĩa.	Quán cà phê nổi tiếng thế giới sử dụng năng lượng gió và nước làm mát tự nhiên cùng vật liệu tre truyền thống.	4.3	1500	83	Check-in	07:00	22:00	40000	6/28T	Trần Bình Trọng	Phường Phú Thọ	TP. Thủ Dầu Một	Bình Dương	10.965000548535043, 106.67352420806147	https://www.google.com/maps/place/Wind+%26+Water+Cafe/@10.9647899,106.6704933,17z/data=!3m1!4b1!4m6!3m5!1s0x3174d6d4d67e2537:0x8fc84f40b71381ed!8m2!3d10.9647899!4d106.6730736!16s%2Fg%2F1tf6zffy?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	2743813408	cafe-gio-va-nuoc.jpg	60	https://encrypted-tbn1.gstatic.com/licensed-image?q=tbn:ANd9GcSY_DgUC3ckUyuigMZTLaWrhPfx8wge1oz7Eiev9B4EF-j2xB0ThTMEtEgm1blmsTBEL9F3d18Mj0X4kdrGi9ewM7_VEwwuC_BEQh9iKWNCGG2kGpE
62	Chùa Hội Khánh	Tượng Phật nằm dài nhất Việt Nam.	Ngôi chùa cổ kính có tượng Đức Bổn Sư Thích Ca nhập Niết bàn dài 52m nằm uy nghiêm trên mái chùa.	4.6	1500	88	Di tích	06:00	18:00	0	35	Yersin	Phường Phú Cường	TP. Thủ Dầu Một	Bình Dương	10.981270661989928, 106.65947675541025	https://www.google.com/maps/place/Hoi+Khanh+Pagoda/@10.9815234,106.6556841,17z/data=!4m10!1m2!2m1!1zQ2jDuWEgSOG7mWkgS2jDoW5o!3m6!1s0x3174d13bfb00b24f:0x55320b9e43cd9703!8m2!3d10.9810472!4d106.6588442!15sChJDaMO5YSBI4buZaSBLaMOhbmhaFCISY2jDuWEgaOG7mWkga2jDoW5okgEPYnVkZGhpc3RfdGVtcGxl4AEA!16s%2Fm%2F043rlxj?entry=ttu&g_ep=EgoyMDI1MTEyMy4xIKXMDSoASAFQAw%3D%3D	NULL	chua-hoi-khanh.jpg	60	https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQqklCuGcznsvi3tVAJEhJkQSVYGPbGP_TX6Fnn-okISnakSuXz9datZRv7OcyA9e3lrlWqIg7_p7aRqLMPZhY9-2q7WRQ1aTm8xwSKDsO6M6_H73Q
