																					
id	name	sumary	desciption	rating	reviewCount	popularity	tags	openTime	closeTime	priceVND	houseNumber	street	   ward	district	city	Tọa độ	URL	phone	Img name	dwell	Img url
114	Meat Plus Hồ Tây	Nhà hàng chuyên thịt nướng Hàn Quốc (Korean BBQ) cao cấp, nổi tiếng với chất lượng thịt bò nhập khẩu và dịch vụ tốt.	Meat Plus cung cấp các set thịt nướng đa dạng, cùng các món phụ truyền thống Hàn Quốc. Không gian hiện đại, có hệ thống hút khói tiên tiến. Phù hợp cho gia đình và nhóm bạn bè yêu thích món nướng.	4.3	662	94	Món Hàn, Korean BBQ, Thịt nướng, Cao cấp, Gia đình, Ăn trưa, Ăn tối	11:00 AM	10:00 PM	250,000 - 500,000	73	P. Trích Sài	Bưởi	Tây Hồ	Hà Nội	21.046440741124602, 105.81460737116456	https://www.google.com/maps/place/Meat+Plus+H%E1%BB%93+T%C3%A2y/@21.0461804,105.8146181,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab8a36e53247:0xa184b30871c15f7b!8m2!3d21.0461804!4d105.8146181!16s%2Fg%2F11fnpx4hv6?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	393186141	meat_plus_ho_tay_png	120	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwccODpUOQd3iacR3Zax50BsWpOXol_If_HvXj291ux_yVIdOQt1EOBud9xR33IBBv9zTeg4yznBoTj5UavHbJC8aSrHSIsA35IwN5hlX_3EAqPQvtz6_qgmA4dJPSg3zZhP3gxcw=w408-h395-k-no
115	Nhà hàng Phương Nguyên	Nhà hàng hải sản và đặc sản với không gian sân vườn rộng rãi, nằm gần Hồ Tây, lý tưởng cho các buổi tiệc ngoài trời.	Món ăn đa dạng từ hải sản, lẩu, đến các món nhậu truyền thống Việt Nam. Không gian mở, có sức chứa lớn, thích hợp cho các buổi tiệc tùng, gặp gỡ bạn bè.	4	1,615	92	Hải sản, Sân vườn, Tiệc, Món Việt, Gia đình, Ăn trưa, Ăn tối	9:00 AM	10:00 PM	200,000 - 400,000	51	Ng. 52 Đ. Tô Ngọc Vân	Nhật Tân	Tây Hồ	Hà Nội	21.071127786469525, 105.8225421883543	https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+Ph%C6%B0%C6%A1ng+Nguy%C3%AAn/@21.0708775,105.8224349,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aaf0d68329f3:0xec83fa3eb422fba8!8m2!3d21.0708775!4d105.8224349!16s%2Fg%2F11b7tgrm1b?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	983650094	phuong_nguyen_ho_tay_png	120	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzztVDOpEBmW9YlMUzKx_nh5bBKhqDA4nafCXYBUz1eNdpMDFNAEXrm6BO6qWN23CZDPJohGEyZxPSKi_VMagkc7cQgv6xSpiyt6EDhpGT5xVgRwCIEv64adnWSoJU901VhyeM0=w408-h544-k-no
116	Nhà Hàng Hải Sản Biển Đông	Chuỗi nhà hàng hải sản cao cấp và uy tín, nổi tiếng với hải sản tươi sống nhập về trực tiếp và không gian sang trọng tại khu đô thị.	Thực đơn phong phú, từ các món hải sản quý hiếm (tôm hùm, cua hoàng đế) đến các món chế biến truyền thống, phù hợp cho các buổi tiệc chiêu đãi, liên hoan lớn.	4.8	1,335	98	Hải sản, Cao cấp, Tiệc, Gia đình, Ăn trưa, Ăn tối	7:00 AM	10:30 PM	400,000 - 800,000+	The Harmony	Nguyễn Lam	Phúc Đồng	Long Biên	Hà Nội	21.040320057057862, 105.90615457670864	https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+H%E1%BA%A3i+S%E1%BA%A3n+Bi%E1%BB%83n+%C4%90%C3%B4ng/@21.0401298,105.90594,17z/data=!3m1!4b1!4m6!3m5!1s0x3135a97ccbf97a15:0x13e62b0ba035650f!8m2!3d21.0401298!4d105.90594!16s%2Fg%2F11fj2lz3jv?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	906263616	hai_san_bien_dong_lh_png	120	https://lh3.googleusercontent.com/p/AF1QipOtCVZg92pxwK83kckqjF7aFMWLEPQCYNXrA4jB=w426-h240-k-no
117	Nhà Hàng Ẩm Thực Sông Hồng	Nhà hàng chuyên ẩm thực đồng quê Việt Nam và các món nhậu, có không gian mở, thoáng đãng, nằm gần sông Hồng.	Địa điểm lý tưởng cho các buổi họp mặt, tiệc tùng thân mật với các món ăn dân dã, đồng quê. Nổi tiếng với không gian yên tĩnh, mát mẻ.	4.4	151	88	Món Việt, Đồng quê, Nhậu, Gia đình, Ăn trưa, Ăn tối	9:00 AM	11:15 PM	150,000 - 300,000	2 Ngõ 131	Long Biên	Ngọc Lâm	Long Biên	Hà Nội	21.043500579640146, 105.86442648465825	https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+%E1%BA%A8m+Th%E1%BB%B1c+S%C3%B4ng+H%E1%BB%93ng/@21.0432903,105.8644694,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab9924266361:0xad9b64ff6a9647e6!8m2!3d21.0432903!4d105.8644694!16s%2Fg%2F11jyyhvc48?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	932838558	am_thuc_song_hong_lb_png	120	https://lh3.googleusercontent.com/p/AF1QipOhdSKyrF1CcXdzGpWWWs4UfV9bSPI2tFneXC2q=w408-h272-k-no
118	Nhà Hàng Hương Quê	Nhà hàng phục vụ ẩm thực Việt Nam truyền thống, đặc biệt là các món ăn dân dã, đồng quê ba miền.	Thực đơn đa dạng, mang hương vị quê nhà. Không gian rộng rãi, có nhiều khu vực bàn riêng tư. Phù hợp cho bữa ăn gia đình, họp mặt và tiệc nhỏ.	4.2	1,078	95	Món Việt, Đồng quê, Gia đình, Tiệc, Ăn trưa, Ăn tối	8:00 AM	10:00 PM	150,000 - 350,000	12	P. Nguyễn Văn Hưởng	Giang Biên	Long Biên	Hà Nội	21.058482133849157, 105.9178251711646	https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+H%C6%B0%C6%A1ng+Qu%C3%AA/@21.0582919,105.9178359,17z/data=!3m1!4b1!4m6!3m5!1s0x3135a9ade506ed45:0x652025cf1dc0c26c!8m2!3d21.0582919!4d105.9178359!16s%2Fg%2F11c1n8md22?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	366839999	nha_hang_huong_que_lb_png	90	https://lh3.googleusercontent.com/p/AF1QipM7K1gc9_1CD3rRqkWkYMzVENmR1iKPQNBkTfc4=w408-h306-k-no
119	Lẩu Nấm Gia Khánh Đền Lừ	Nhà hàng chuyên các món Lẩu Nấm thiên nhiên và lẩu đặc sản, nổi tiếng với nước lẩu thanh ngọt và nấm tươi đa dạng.	Thực đơn Lẩu Nấm phong phú (Nấm gà, Nấm hải sản, Nấm thập cẩm), tốt cho sức khỏe. Không gian sang trọng, lịch sự, thích hợp cho gia đình và tiệc nhỏ.	4.9	856	96	Lẩu Nấm, Món chay, Cao cấp, Gia đình, Ăn trưa, Ăn tối	10:00 AM	10:30 PM	250,000 - 450,000	Lô 7	Đền Lừ 2	Hoàng Văn Thụ	Hoàng Mai	Hà Nội	20.98563557520228, 105.85792809815197	https://www.google.com/maps/place/L%E1%BA%A9u+N%E1%BA%A5m+Gia+Kh%C3%A1nh+%C4%90%E1%BB%81n+L%E1%BB%AB/@20.9854753,105.8580032,17z/data=!4m15!1m8!3m7!1s0x3135095410e190ad:0xbf4699a934f761bd!2zTOG6qXUgTuG6pW0gR2lhIEtow6FuaCDEkOG7gW4gTOG7qw!8m2!3d20.9854753!4d105.8580032!10e2!16s%2Fg%2F11f_kmkkv4!3m5!1s0x3135095410e190ad:0xbf4699a934f761bd!8m2!3d20.9854753!4d105.8580032!16s%2Fg%2F11f_kmkkv4?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	886395868	lau_nam_gia_khanh_dl_png	120	https://lh3.googleusercontent.com/p/AF1QipMynw20SzxKf0s9K0C0-TAuypD6LG5UbkxXJcVr=w408-h544-k-no
120	VỊT 34 - Cơ Sở 8	Chuỗi nhà hàng chuyên các món ăn chế biến từ Vịt (Vịt quay, Vịt rang muối, Lẩu Vịt), nổi tiếng với Vịt Quay Bắc Kinh.	Vịt được tẩm ướp đặc biệt, da giòn, thịt thơm. Địa điểm quen thuộc của người dân Hà Nội khi muốn thưởng thức Vịt quay và các món ăn kèm khác. Giá cả phải chăng, phù hợp gia đình.	4.7	1,022	94	Thịt Vịt, Vịt quay, Món Việt, Gia đình, Ăn trưa, Ăn tối	8:30 AM	10:00 PM	150,000 - 300,000	493	Trương Định	Tân Mai	Hoàng Mai	Hà Nội	20.984565195678694, 105.84625439779126	https://www.google.com/maps/place/V%E1%BB%8AT+34+-+C%C6%A1+S%E1%BB%9F+8/@20.9843417,105.8462435,16.98z/data=!4m6!3m5!1s0x3135adda24c96543:0x8f92aed5f5bc2e14!8m2!3d20.9843409!4d105.8462227!16s%2Fg%2F11sg1v0_n_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	972963434	vit_34_truong_dinh_png	90	https://lh3.googleusercontent.com/p/AF1QipMqO9RyIaJfhmLjLJBC1GjpN3dbaMnO044o_JBK=w408-h408-k-no
121	Lẩu cua sông CÔ HAI	Quán chuyên Lẩu Cua Sông và các món ăn đồng quê, mang đậm hương vị truyền thống Bắc Bộ.	Nước lẩu đậm đà vị cua đồng, ăn kèm với rau xanh và các loại thịt. Không gian bình dân, mộc mạc, thích hợp cho các buổi họp mặt thân mật, gia đình.	4.7	379	91	Lẩu Cua, Lẩu, Đồng quê, Món Việt, Gia đình, Ăn tối	8:00 AM	10:00 PM	150,000 - 300,000	số 17-TT6D, biệt thự	Khu đô thị Tây Nam Linh Đàm	Hoàng Mai	Hoàng Mai	Hà Nội	20.95978785143864, 105.82414393068346	https://www.google.com/maps/place/L%E1%BA%A9u+cua+s%C3%B4ng+C%C3%94+HAI/@20.9597077,105.8240581,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad2a0ba905fd:0x8b4d76aa58dcea5d!8m2!3d20.9597077!4d105.8240581!16s%2Fg%2F11t9qzy7mz?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	898567119	lau_cua_song_co_hai_ld_png	120	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVH61clfAATTKk3ZL1tTguauP8oc1sMKz5Ep05wNsxNgVF8FmOwFaWYui-dVHTY-voAUIPdo4vhfAnoaO8lJKTkO65m_4_f2FP2NZSznjLxozyt0vmJRH2aJDK0AKrWSGBPAjg=w408-h306-k-no
122	YAKIMONO Nguyễn Văn Lộc	Nhà hàng Buffet nướng & lẩu Nhật Bản, nổi tiếng với phong cách nướng Yakiniku than hoa và sự đa dạng của các món ăn kèm.	Phục vụ các loại thịt bò, heo, hải sản tươi ngon, ướp theo công thức Nhật Bản. Không gian rộng rãi, thích hợp cho gia đình và nhóm bạn, đặc biệt là các tín đồ của món nướng.	4.9	2,749	99	Buffet, Món Nhật, Nướng, Lẩu, Gia đình, Ăn trưa, Ăn tối	10:30 AM	2:00 PM	250,000 - 450,000	107	P. Nguyễn Văn Lộc	Làng Việt kiều Châu Âu	Hà Đông	Hà Nội	20.984303593926615, 105.78756271349371	https://www.google.com/maps/place/YAKIMONO+Nguy%E1%BB%85n+V%C4%83n+L%E1%BB%99c+-+Qu%C3%A1n+Th%E1%BB%8Bt+N%C6%B0%E1%BB%9Bng+Nh%E1%BA%ADt+B%E1%BA%A3n/@20.9841333,105.7875949,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ada9e5be4f89:0x16ac96c489ead0ec!8m2!3d20.9841333!4d105.7875949!16s%2Fg%2F11kpk55hv_?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	949523388	yakimono_nvl_hd_png	120	https://lh3.googleusercontent.com/p/AF1QipNoXKdrSigSZBcz2I7RwkVHTG8TcIY3nwHsYztW=w408-h272-k-no
123	Bò Tơ Quán Mộc Văn Quán	Nhà hàng chuyên các món ăn chế biến từ Thịt Bò Tơ tươi, mang đậm phong cách ẩm thực đồng quê Việt Nam.	MÓN ĐẶC TRƯNG: Bò tơ nướng tảng, Bò tơ hấp cuốn bánh tráng, Lẩu bò tơ. Không gian được decor theo phong cách quán mộc xưa, ấm cúng và gần gũi.	4.7	1,322	97	Thịt bò, Món Việt, Đồng quê, Lẩu, Gia đình, Ăn trưa, Ăn tối	10:00 AM	10:00 PM	150,000 - 300,000	14 BT7	KĐT Văn Quán	Phú La	Hà Đông	Hà Nội	20.978245813299853, 105.79231785582283	https://www.google.com/maps/place/B%C3%B2+T%C6%A1+Qu%C3%A1n+M%E1%BB%99c+V%C4%83n+Qu%C3%A1n/@20.9779553,105.7923715,17z/data=!4m15!1m8!3m7!1s0x3135144000000001:0x3272839dd45d2a9e!2zQsOyIFTGoSBRdcOhbiBN4buZYyBWxINuIFF1w6Fu!8m2!3d20.9779553!4d105.7923715!10e2!16s%2Fg%2F11c5sv0sm0!3m5!1s0x3135144000000001:0x3272839dd45d2a9e!8m2!3d20.9779553!4d105.7923715!16s%2Fg%2F11c5sv0sm0?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	948513355	bo_to_quan_moc_vq_hd_png	90	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKcNm_oSdomy8Vrt1KGzSSeFCAyhZyVmxqPZn6C6he2vmC8dLKM8lCozjXPuMhX_EQ7sslXMBisSkwhc4I8NQb-jOC60j16AKCidaCDiaqjS69SZOQBAShUP7WLQ6K9lssExZABQ=w408-h544-k-no
124	Khrua Baan Thai - 155 Nguyễn Văn Lộc	Nhà hàng chuyên ẩm thực Thái Lan chính gốc, nổi tiếng với các món ăn mang hương vị chua cay đậm đà và chất lượng ổn định.	MÓN ĐẶC TRƯNG: Lẩu Tom Yum, Pad Thái, Cà ri Thái Xanh Đỏ. Không gian ấm cúng, phù hợp cho các bữa ăn gia đình và nhóm bạn yêu thích ẩm thực Thái.	4.6	764	94	Món Thái, Cay, Lẩu, Gia đình, Ăn trưa, Ăn tối	10:30 AM	9:30 PM	150,000 - 300,000	155	P. Nguyễn Văn Lộc	P. Mộ Lao	Hà Đông	Hà Nội	20.985475454261564, 105.78549419818275	https://www.google.com/maps/place/Khrua+Baan+Thai+-+155+Nguy%E1%BB%85n+V%C4%83n+L%E1%BB%99c/@20.9834119,105.786095,16z/data=!4m6!3m5!1s0x3134538aa41ed473:0xae33739a07936e36!8m2!3d20.9850948!4d105.7855693!16s%2Fg%2F11srm8qzsz?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	765166266	khrua_baan_thai_nvl_hd_png	90	https://lh3.googleusercontent.com/p/AF1QipOo37PyomPbmkom1FgeVDcdG6Vo8YeRfiG8jnsz=w426-h240-k-no
125	Nhà Hàng Asahi	Nhà hàng chuyên ẩm thực Việt Nam và các món ăn đặc sản, nổi tiếng với không gian yên tĩnh, ấm cúng và chất lượng phục vụ tốt.	Phục vụ đa dạng các món ăn truyền thống Việt, đặc biệt là các món lẩu và nướng. Thích hợp cho các buổi tiệc gia đình, họp mặt nhỏ và các buổi hẹn hò riêng tư.	5	125	95	Món Việt, Đặc sản, Lẩu, Nướng, Gia đình, Hẹn hò, Ăn trưa, Ăn tối	7:00 AM	9:00 PM	200,000 - 400,000	9	P. Viên	Phường Đông Ngạc	Bắc Từ Liêm	Hà Nội	21.070255738085415, 105.77430060346349	https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Asahi/@21.0700012,105.7750329,16.58z/data=!4m6!3m5!1s0x31345544da940e71:0x5976cdb8939e6d49!8m2!3d21.0700098!4d105.77428!16s%2Fg%2F11m5r12_hc?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	19005288	nha_hang_asahi_btl_png	90	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSya2rALrS4nlL9hjN0hk69Z2OnfBHDb8eSyC6ZpS5PXLad9eVcygoY0kdeaY2Pz-PIco8J60GVv_RPlaE-XtR1aGOHLcEzZ5Qqtupd9cOSM8gQWCfh_Wl589lrmgq6gXpHd8z2q=w408-h306-k-no
126	Nhà Hàng Thanh Xuân	Quán ăn bình dân chuyên các món ăn truyền thống, nổi tiếng với cơm và các món nhậu dân dã, giá cả phải chăng.	Thực đơn đa dạng, từ các món ăn hàng ngày đến các món đặc sản đồng quê. Không gian rộng rãi, thoáng mát, thích hợp cho bữa ăn nhanh hoặc nhậu bình dân.	4.8	55	88	Món Việt, Bình dân, Nhậu, Đồng quê, Ăn trưa, Ăn tối	8:30 AM	11:00 PM	100,000 - 250,000	Ngõ 1	P. Văn Hội	Đông Ngạc	Bắc Từ Liêm	Hà Nội	21.07854553145922, 105.77553138650629	https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Thanh+Xu%C3%A2n/@21.0784254,105.7754992,17z/data=!3m1!4b1!4m6!3m5!1s0x313455037b92ba41:0x3019bb68a245158b!8m2!3d21.0784254!4d105.7754992!16s%2Fg%2F11wnkb01gm?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	934656111	nha_hang_thanh_xuan_btl_png	60	https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwoLG3plLdZeW7jWhWr4-QJSEoylyAxZlOuJXfE-eogCz3LxQvr7ZuHKgw2IDJq0Edwjs2okrEzYj49bvJmH9VQpYqE5xBfL6uA06jLRMcdsD4JJt_yVhQpKFLyjcWr2h8J8N52=w408-h306-k-no
127	Bia Sáu Béo	Quán bia hơi và ẩm thực nhậu, chuyên các món nhậu bình dân, có không gian mở, thoải mái.	Phục vụ đa dạng các món ăn kèm với bia, từ hải sản, thịt nướng đến các món lẩu. Địa điểm lý tưởng cho các buổi gặp gỡ bạn bè, đồng nghiệp sau giờ làm.	4.6	174	92	Bia hơi, Nhậu, Món Việt, Bình dân, Ăn tối, Tiệc	7:00 AM	12:00 AM	150,000 - 300,000	52 Xóm Trên	Ng. 134 Đ. Cầu Diễn	Nguyên Xá	Bắc Từ Liêm	Hà Nội	21.051511242759283, 105.73885888465827	https://www.google.com/maps/place/Bia+S%C3%A1u+B%C3%A9o/@21.051321,105.7389018,17z/data=!3m1!4b1!4m6!3m5!1s0x3134550e761fb263:0x412fd01491381a5d!8m2!3d21.051321!4d105.7389018!16s%2Fg%2F11j4hktk57?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	961529786	bia_sau_beo_btl_png	120	https://lh3.googleusercontent.com/p/AF1QipNWLxfmZKk3FpxLsxDcqOb4_ErNBveKqrGb32Ca=w408-h306-k-no
128	Naharu BBQ	Nhà hàng chuyên Buffet Nướng & Lẩu Hàn Quốc, nổi tiếng với các món thịt nướng đa dạng, phong phú và không gian hiện đại.	Thực đơn Buffet bao gồm thịt bò, heo, gà, hải sản được ướp theo công thức Hàn Quốc. Thích hợp cho các buổi tiệc tùng, liên hoan nhóm bạn và gia đình.	4.8	350	96	Buffet, Nướng, Lẩu, Món Hàn, Gia đình, Ăn trưa, Ăn tối	10:00 AM	11:00 PM	250,000 - 400,000	19 TT4	P. Trần Văn Lai	Mễ Trì	Nam Từ Liêm	Hà Nội	21.017637246261582, 105.7785312153417	https://www.google.com/maps/place/Naharu+BBQ/@21.0174069,105.7784883,17z/data=!3m1!4b1!4m6!3m5!1s0x3134553d9121a941:0x24abe287156c4522!8m2!3d21.0174069!4d105.7784883!16s%2Fg%2F11y1zz3xt7?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	326840099	naharu_bbq_mt_ntlm_png	120	https://lh3.googleusercontent.com/p/AF1QipOIZyt256UXvnSLk45A6glYFIcuE_di-SgljvXi=w408-h380-k-no
129	Sườn Mười - Sườn nướng BBQ	Nhà hàng chuyên các món sườn nướng BBQ theo phong cách Mỹ/Âu, với công thức ướp độc đáo và phần thịt mềm, đậm đà.	MÓN ĐẶC TRƯNG: Sườn heo nướng tảng, Sườn bò nướng, và các món ăn kèm phong cách Âu. Không gian hiện đại, thích hợp cho các buổi gặp gỡ thân mật.	4.7	499	95	BBQ, Sườn nướng, Món Âu, Gia đình, Ăn trưa, Ăn tối	10:00 AM	10:00 PM	200,000 - 350,000	19	P. Hàm Nghi	Cầu Diễn	Nam Từ Liêm	Hà Nội	21.03551689091107, 105.76293490369605	https://www.google.com/maps?cid=5010792087875369668&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQ	901681010	suon_muoi_hn_ntlm_png	90	https://lh3.googleusercontent.com/p/AF1QipPqov17uHl-CDyyymzcaIc2Mtsva1FJNcrYEFMm=w408-h254-k-no
130	Nhà hàng Thế giới Hải sản Mễ Trì	Nhà hàng hải sản tươi sống quy mô lớn, cung cấp đa dạng các loại hải sản cao cấp được nuôi và chế biến tại chỗ.	Thực đơn phong phú với Cua, Ghẹ, Tôm Hùm, Cá loại. Không gian sang trọng, thích hợp cho tiệc công ty, chiêu đãi đối tác và các buổi tiệc gia đình quan trọng.	4.2	682	92	Hải sản, Cao cấp, Tiệc, Gia đình, Ăn trưa, Ăn tối	10:30 AM	11:00 PM	350,000 - 700,000+	The Golden Palace	99 P. Mễ Trì Hạ	Mễ Trì	Nam Từ Liêm	Hà Nội	21.012436965751302, 105.77524423985668	https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+Th%E1%BA%BF+gi%E1%BB%9Bi+H%E1%BA%A3i+s%E1%BA%A3n+M%E1%BB%85+Tr%C3%AC/@21.0121866,105.7726157,17z/data=!3m1!4b1!4m6!3m5!1s0x313453567b6cb527:0x248dcf22997e30aa!8m2!3d21.0121866!4d105.7751906!16s%2Fg%2F11cn667m6x?entry=ttu&g_ep=EgoyMDI1MTIwMi4wIKXMDSoASAFQAw%3D%3D	1900636061	the_gioi_hai_san_mt_ntlm_png	120	https://lh3.googleusercontent.com/p/AF1QipOUEeS8La0rgP6dppvOVaaXKKt0b1nTpX5tc8cs=w408-h272-k-no
